,Emp_Id,Age,Attrition,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Q1_Longest_Streak_OUT,Q2_Longest_Streak_OUT,Q3_Longest_Streak_OUT,Q4_Longest_Streak_OUT,Q1_Longest_Streak_IN,Q2_Longest_Streak_IN,Q3_Longest_Streak_IN,Q4_Longest_Streak_IN,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
109,110,50,0,9,3,3,98880,6.0,15,0,20.0,2,4,1,3,4.0,4.0,3.0,3,3,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
110,111,40,1,8,3,1,86280,2.0,20,0,8.0,2,6,1,0,3.0,3.0,3.0,2,4,1,0,1,4,5,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
112,113,21,1,10,2,1,53730,1.0,12,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,0,0,1,1,0,0,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
113,114,29,0,1,3,2,66670,9.0,12,1,6.0,6,3,1,2,4.0,4.0,3.0,4,3,0,2,0,0,5,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
114,115,35,0,29,3,3,50030,9.0,15,0,10.0,2,1,0,0,3.0,2.0,3.0,3,3,1,3,1,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
116,117,28,0,2,2,3,28580,1.0,12,0,7.0,2,7,0,7,2.0,4.0,3.0,2,3,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
117,118,49,0,2,3,2,52040,8.0,14,1,26.0,3,5,0,0,2.0,3.0,3.0,3,3,1,0,0,1,3,1,0,9,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
118,119,51,0,1,2,1,41050,4.0,22,1,18.0,2,7,0,7,3.0,4.0,2.0,3,4,1,3,6,0,1,2,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
119,120,36,0,15,2,1,96790,4.0,12,0,6.0,1,2,2,2,4.0,3.0,3.0,3,3,0,5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
120,121,34,1,7,3,1,56170,8.0,25,1,9.0,3,5,0,4,1.0,4.0,2.0,3,4,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
121,122,55,0,26,3,1,104480,2.0,13,0,30.0,3,5,1,2,3.0,4.0,3.0,3,3,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
122,123,24,0,1,3,5,28970,1.0,18,3,5.0,4,5,0,3,4.0,3.0,4.0,3,3,0,0,0,3,2,1,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
123,124,30,0,3,3,2,59680,1.0,13,0,1.0,3,1,0,0,3.0,2.0,3.0,3,3,0,0,1,0,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
125,126,22,0,16,5,1,29910,1.0,19,2,2.0,3,2,1,2,1.0,2.0,3.0,2,3,0,8,2,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
126,127,36,0,1,3,5,196360,1.0,12,1,10.0,3,10,9,0,2.0,3.0,3.0,3,3,2,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
127,128,30,1,3,2,3,11290,9.0,19,0,3.0,2,1,0,0,3.0,4.0,3.0,2,3,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
128,129,37,0,10,1,1,133410,1.0,14,1,18.0,3,18,12,17,4.0,1.0,2.0,3,3,3,4,0,5,3,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
129,130,40,0,6,2,3,43320,7.0,14,2,8.0,3,5,1,3,4.0,2.0,3.0,2,3,0,0,3,0,2,4,2,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
130,131,42,0,2,3,4,110310,3.0,12,1,8.0,2,5,1,2,2.0,1.0,3.0,2,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
131,132,37,0,9,1,3,44400,2.0,11,1,18.0,3,1,0,1,3.0,2.0,2.0,2,3,2,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
132,133,43,0,10,2,1,46170,1.0,11,0,25.0,2,25,3,9,1.0,2.0,3.0,3,3,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
133,134,40,0,6,2,1,26470,6.0,13,0,20.0,2,1,0,0,2.0,3.0,3.0,2,3,0,0,5,1,0,0,0,8,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
134,135,54,0,9,3,2,63230,4.0,23,1,24.0,2,4,1,2,1.0,1.0,2.0,2,4,0,1,0,1,1,0,1,7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
135,136,34,0,28,3,1,56770,9.0,20,1,6.0,3,3,1,2,3.0,3.0,3.0,3,4,5,0,1,3,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
136,137,31,0,10,4,3,21870,1.0,15,1,13.0,2,13,3,12,2.0,1.0,1.0,2,3,0,3,0,4,2,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
138,139,43,0,27,4,2,39770,4.0,18,1,8.0,3,5,0,2,3.0,3.0,3.0,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
139,140,25,0,7,2,1,86330,1.0,19,1,5.0,2,5,1,3,2.0,4.0,3.0,4,3,0,1,1,0,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
140,141,37,0,1,3,3,20080,3.0,22,0,15.0,5,13,10,7,2.0,3.0,3.0,2,4,4,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
141,142,31,0,24,1,3,44400,1.0,13,1,4.0,2,4,3,2,4.0,1.0,3.0,3,3,0,0,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
142,143,39,0,26,4,1,30670,1.0,20,1,21.0,5,21,1,6,2.0,3.0,3.0,1,4,0,2,0,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
143,144,56,0,20,4,3,53210,9.0,14,0,36.0,1,7,7,7,3.0,1.0,2.0,3,3,3,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
144,145,30,0,5,4,2,54100,0.0,17,1,6.0,2,5,4,4,2.0,3.0,3.0,3,3,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
145,146,41,0,7,3,3,27820,1.0,14,0,10.0,2,10,0,7,2.0,1.0,3.0,2,3,2,2,2,4,0,0,4,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
146,147,28,0,7,3,3,119570,1.0,13,0,10.0,2,10,1,8,3.0,1.0,3.0,2,3,1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
147,148,25,1,5,2,3,26600,5.0,13,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,2,0,0,3,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
148,149,52,0,26,2,2,33750,2.0,21,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,5,0,0,5,2,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
149,150,45,0,2,3,1,50980,3.0,14,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,0,0,2,2,1,2,0,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
150,151,52,0,12,3,2,48780,2.0,11,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,0,2,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
151,152,42,0,10,3,2,28370,2.0,13,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,0,1,2,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
152,153,30,0,25,3,1,24060,2.0,20,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,0,2,0,1,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
153,154,60,0,10,3,1,22690,5.0,18,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,0,0,0,4,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
154,155,46,0,19,4,1,41080,2.0,14,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,4,0,0,0,2,0,0,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
155,156,42,0,18,4,4,132060,0.0,13,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,0,0,0,6,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
156,157,24,1,27,2,1,104220,1.0,17,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,0,0,0,1,0,0,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
157,158,34,1,5,3,2,137440,0.0,20,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
158,159,38,0,3,3,2,49070,1.0,11,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,1,0,2,3,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
159,160,40,0,26,4,1,34820,0.0,18,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,1,2,3,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
160,161,26,0,3,2,4,24360,1.0,24,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4,0,1,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
161,162,30,0,15,3,2,23800,4.0,18,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3,0,0,0,0,0,3,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
162,163,29,0,8,3,3,194310,1.0,11,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3,5,1,0,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
163,164,29,1,19,4,3,17900,5.0,16,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3,4,0,1,0,3,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
164,165,19,1,4,3,1,76440,1.0,15,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3,2,0,0,1,6,0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
165,166,30,0,2,4,3,51310,0.0,15,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3,0,4,2,0,0,1,0,7,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
166,167,57,0,2,2,4,63060,3.0,12,1,32.0,3,1,0,0,1.0,4.0,2.0,3,3,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
167,168,50,0,10,4,3,47870,0.0,12,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
168,169,30,0,10,2,3,188800,0.0,22,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4,7,0,2,0,1,2,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
169,170,60,0,16,3,4,23390,4.0,20,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4,1,0,1,7,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
170,171,47,0,1,3,5,135700,5.0,16,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
171,172,46,0,4,1,1,67120,6.0,21,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
172,173,35,0,15,2,2,54060,0.0,12,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3,0,2,1,0,0,2,4,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
173,174,54,0,2,4,2,89380,7.0,11,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
174,175,34,0,8,2,1,24390,3.0,11,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3,4,3,1,0,0,0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
175,176,46,0,2,3,1,88370,2.0,18,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3,1,1,2,2,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
176,177,31,0,7,3,2,53430,1.0,14,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3,0,0,1,0,0,1,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
177,178,33,1,10,3,4,67280,7.0,22,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4,0,3,4,1,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
178,179,33,1,5,4,2,66520,7.0,25,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
179,180,30,0,2,3,1,48500,0.0,12,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3,0,1,0,2,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
180,181,35,0,12,2,2,28090,4.0,23,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4,5,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
181,182,31,1,22,2,2,56890,3.0,15,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3,0,1,0,1,2,3,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
182,183,34,1,17,1,1,20010,9.0,22,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4,0,2,0,7,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
183,184,42,0,2,4,1,29770,4.0,15,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3,6,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
184,185,36,0,3,4,1,40250,1.0,11,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
185,186,22,1,7,3,2,37850,5.0,13,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3,1,3,0,0,0,4,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
186,187,48,0,6,3,1,108540,2.0,14,1,14.0,6,9,6,7,2.0,4.0,3.0,3,3,0,0,0,1,0,1,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
187,188,55,0,1,3,1,120310,3.0,11,0,37.0,5,10,7,7,1.0,2.0,3.0,3,3,0,6,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
188,189,41,0,3,2,2,99360,7.0,17,1,16.0,2,14,1,10,4.0,4.0,3.0,2,3,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
189,190,35,0,22,3,1,29660,9.0,18,0,15.0,2,11,6,9,2.0,3.0,3.0,2,3,0,0,1,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
190,191,40,0,15,3,2,25710,7.0,14,0,22.0,1,20,5,13,2.0,3.0,3.0,3,3,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
191,192,39,0,12,1,1,99910,1.0,16,1,8.0,3,8,0,7,3.0,3.0,3.0,3,3,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
192,193,31,0,1,4,3,61420,4.0,13,2,10.0,2,6,0,5,2.0,4.0,4.0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
193,194,42,0,5,3,3,53900,1.0,14,0,10.0,3,10,5,8,4.0,1.0,2.0,3,3,2,4,0,1,1,5,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
194,195,45,0,2,1,4,44040,0.0,23,0,9.0,2,8,3,7,4.0,2.0,4.0,3,4,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
196,197,29,0,5,3,1,51300,4.0,11,0,8.0,3,3,1,2,4.0,4.0,4.0,2,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
197,198,33,0,16,3,1,20900,4.0,16,0,10.0,2,6,0,5,1.0,3.0,3.0,3,3,6,2,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
198,199,31,0,2,4,1,29090,9.0,14,2,10.0,2,5,0,1,3.0,4.0,2.0,3,3,5,0,0,0,0,3,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
199,200,18,1,2,3,1,34680,1.0,18,2,0.0,4,0,0,0,2.0,2.0,3.0,4,3,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
200,201,40,0,1,4,2,30680,3.0,19,0,20.0,3,1,0,1,3.0,1.0,3.0,2,3,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
201,202,41,0,23,3,2,26700,2.0,15,2,10.0,2,8,0,7,1.0,3.0,3.0,2,3,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
202,203,26,0,9,4,3,26930,5.0,17,3,8.0,3,0,0,0,1.0,3.0,3.0,2,3,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
203,204,35,0,16,4,2,95260,1.0,15,0,5.0,2,5,0,3,1.0,3.0,3.0,2,3,1,1,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
204,205,34,0,26,3,1,52370,1.0,19,1,10.0,3,10,5,7,4.0,4.0,3.0,2,3,5,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
205,206,26,1,1,3,2,24260,1.0,22,0,1.0,3,1,0,0,3.0,4.0,1.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
206,207,37,0,8,1,1,41930,4.0,16,1,12.0,5,6,1,2,2.0,4.0,4.0,3,3,0,0,1,3,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
207,208,46,0,4,1,5,29110,5.0,13,0,28.0,3,2,1,2,1.0,3.0,2.0,3,3,0,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
208,209,41,0,24,1,1,26610,7.0,14,1,22.0,2,18,11,8,2.0,1.0,3.0,3,3,0,0,0,3,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
209,210,37,0,7,2,1,20280,1.0,16,1,9.0,3,9,7,7,1.0,2.0,3.0,3,3,0,0,0,2,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
211,212,32,1,7,2,2,32980,8.0,22,0,6.0,4,4,1,2,4.0,3.0,3.0,2,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
212,213,24,0,22,3,1,29350,0.0,14,2,3.0,5,2,2,1,4.0,4.0,3.0,2,3,0,2,1,0,0,1,2,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
213,214,38,0,5,3,1,154270,3.0,16,1,18.0,2,1,0,0,3.0,3.0,3.0,3,3,1,2,0,2,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
214,215,37,0,1,4,5,39440,6.0,11,2,8.0,3,6,4,3,2.0,2.0,2.0,3,3,0,2,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
215,216,49,0,21,1,1,40110,1.0,18,2,31.0,2,31,0,9,4.0,3.0,3.0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
216,217,24,0,1,3,1,34070,1.0,15,2,6.0,2,6,1,4,2.0,4.0,3.0,2,3,0,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
217,218,26,0,19,4,4,119940,1.0,14,1,6.0,6,5,1,4,1.0,2.0,4.0,3,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
218,219,24,0,7,3,1,12320,1.0,12,0,1.0,4,1,0,0,4.0,2.0,3.0,1,3,2,0,1,0,4,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
219,220,50,0,2,2,1,29600,1.0,14,3,32.0,2,32,10,7,1.0,2.0,3.0,3,3,0,0,1,2,0,0,0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
220,221,25,0,2,3,1,190940,1.0,16,0,7.0,3,7,0,6,2.0,3.0,3.0,2,3,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
221,222,24,1,2,3,2,39190,1.0,21,0,6.0,3,6,1,2,1.0,3.0,3.0,3,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
222,223,30,1,9,3,2,68250,1.0,14,0,1.0,2,1,0,0,2.0,1.0,4.0,3,3,2,1,0,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
223,224,34,0,6,2,4,102480,1.0,12,1,6.0,4,6,1,3,2.0,4.0,3.0,3,3,1,1,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
224,225,31,1,9,1,1,189470,2.0,12,2,9.0,2,3,1,2,2.0,1.0,1.0,2,3,0,0,0,0,2,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
